歯牙障害特徴順位,品詞,基本形,All出現回数,All出現事例数,All事例出現率(%),歯牙障害出現回数,歯牙障害出現事例数,歯牙障害事例出現率(%),出現率差_歯牙障害-All,出現率倍率_歯牙障害_All
1649,動詞,いたむ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1650,動詞,いためる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1651,動詞,うすれる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1652,動詞,うつ伏す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1653,動詞,うなずく,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1654,動詞,うめく,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1655,動詞,うる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1656,動詞,おう,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1657,動詞,おきる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1658,動詞,おこる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1659,動詞,おどかす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1660,動詞,おどす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1661,動詞,おびる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1662,動詞,およぐ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1663,動詞,かがめる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1664,動詞,かがる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1665,動詞,かくれる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1666,動詞,かぐ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1667,動詞,かけよる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1668,動詞,かすれる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1669,動詞,かたまる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1670,動詞,かまえる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1671,動詞,がかる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1672,動詞,きりかえす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1673,動詞,くじく,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1674,動詞,くっつく,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1675,動詞,くらう,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1676,動詞,こす,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
1677,動詞,こびる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1678,動詞,こめる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1679,動詞,こらえる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1680,動詞,ころがる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1681,動詞,こわす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1682,動詞,さす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1683,動詞,さそう,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1684,動詞,さます,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1685,動詞,さめる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1686,動詞,さわる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1687,動詞,ざす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1688,動詞,しつける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1689,動詞,しなる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1690,動詞,しのぶ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1691,動詞,しびれる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1692,動詞,しめる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1693,動詞,しゃべれる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1694,動詞,すかす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1695,動詞,すくい上げる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1696,動詞,すねる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1697,動詞,すませる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1698,動詞,そう,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1699,動詞,そぐ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1700,動詞,たずねる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1701,動詞,たたかう,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1702,動詞,たたきつける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1703,動詞,たたみかける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1704,動詞,たたむ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1705,動詞,たのしむ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1706,動詞,ためる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1707,動詞,たるむ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1708,動詞,だく,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1709,動詞,ちぎる,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
1710,動詞,つかえる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1711,動詞,つかみかかる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1712,動詞,つきとばす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1713,動詞,つき刺さる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1714,動詞,つき抜ける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1715,動詞,つぎ足す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1716,動詞,つぐ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1717,動詞,つねる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1718,動詞,つぶる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1719,動詞,つまむ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1720,動詞,つる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1721,動詞,できあがる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1722,動詞,とける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1723,動詞,とどまる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1724,動詞,とびこむ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1725,動詞,とび出る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1726,動詞,とりかえる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1727,動詞,どる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1728,動詞,なぎ倒す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1729,動詞,なぐさめる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1730,動詞,なじめる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1731,動詞,にごる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1732,動詞,にらみ合う,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1733,動詞,ぬく,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1734,動詞,ぬる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1735,動詞,のめる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1736,動詞,はがす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1737,動詞,はじき飛ばす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1738,動詞,はずむ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1739,動詞,はねのける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1740,動詞,はね上がる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1741,動詞,はね上げる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1742,動詞,はめ込む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1743,動詞,はりつく,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1744,動詞,ひかれる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1745,動詞,ひきあげる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1746,動詞,ひきずる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1747,動詞,ひっくり返す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1748,動詞,ひっつく,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1749,動詞,ひっ掻く,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1750,動詞,ひろがる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1751,動詞,ふきぬける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1752,動詞,ふき取る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1753,動詞,ふてくされる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1754,動詞,ふみこす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1755,動詞,ふりほどく,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1756,動詞,ふるう,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1757,動詞,ふれあう,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1758,動詞,ふんばる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1759,動詞,ぶす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1760,動詞,ほじる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1761,動詞,ます,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1762,動詞,まつ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1763,動詞,まばたく,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1764,動詞,みせる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1765,動詞,みたてる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1766,動詞,みつかる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1767,動詞,むかう,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1768,動詞,むせる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1769,動詞,むち打つ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1770,動詞,めぐる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1771,動詞,もぎ取れる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1772,動詞,もぐる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1773,動詞,もたせる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1774,動詞,もたれ掛かる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1775,動詞,もつれ合う,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1776,動詞,やって来る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1777,動詞,やり返す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1778,動詞,やり過ごす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1779,動詞,ゆであがる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1780,動詞,ゆでこぼす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1781,動詞,ゆるめる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1782,動詞,わかる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1783,動詞,上がれる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1784,動詞,丸まる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1785,動詞,乗り移る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1786,動詞,乗り込む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1787,動詞,乗り遅れる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1788,動詞,乾く,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1789,動詞,交う,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1790,動詞,交わす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1791,動詞,仕上る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1792,動詞,付き合う,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1793,動詞,代わる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1794,動詞,仰ぐ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1795,動詞,仰向く,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1796,動詞,借り出す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1797,動詞,偏る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1798,動詞,停る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1799,動詞,催す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1800,動詞,入れ替わる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1801,動詞,写す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1802,動詞,出し合う,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1803,動詞,出っぱる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1804,動詞,出歩く,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1805,動詞,出逢う,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1806,動詞,分ける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1807,動詞,分る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1808,動詞,切り上げる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1809,動詞,切り取る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1810,動詞,切り忘れる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1811,動詞,切り替わる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1812,動詞,切り裂く,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1813,動詞,刈り込む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1814,動詞,利く,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1815,動詞,刻む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1816,動詞,削れる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1817,動詞,創る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1818,動詞,力む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1819,動詞,力尽きる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1820,動詞,助ける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1821,動詞,助け出す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1822,動詞,動かせる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1823,動詞,勝つ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1824,動詞,募る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1825,動詞,包む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1826,動詞,去る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1827,動詞,反す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1828,動詞,取らせる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1829,動詞,取りつける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1830,動詞,取り入れる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1831,動詞,取り囲む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1832,動詞,取り外す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1833,動詞,取り戻す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1834,動詞,取り払う,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1835,動詞,取り換える,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1836,動詞,取り残す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1837,動詞,取り留める,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1838,動詞,受け取れる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1839,動詞,吊す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1840,動詞,吊るす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1841,動詞,向き直る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1842,動詞,吸い込む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1843,動詞,吸う,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1844,動詞,吹き付ける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1845,動詞,吹き出す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1846,動詞,吹き返す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1847,動詞,吹き飛ぶ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1848,動詞,告げる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1849,動詞,呼び寄せる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1850,動詞,問い質す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1851,動詞,喋る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1852,動詞,噛みつく,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1853,動詞,噛み付く,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1854,動詞,噛む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1855,動詞,困る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1856,動詞,均す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1857,動詞,垂れる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1858,動詞,埋まる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1859,動詞,埋める,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1860,動詞,塗る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1861,動詞,壊す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1862,動詞,売る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1863,動詞,寝かしつける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1864,動詞,寝ころぶ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1865,動詞,寝違える,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1866,動詞,射つ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1867,動詞,射る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1868,動詞,小突く,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1869,動詞,就く,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1870,動詞,屈む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1871,動詞,届ける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1872,動詞,差し出す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1873,動詞,差し込む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1874,動詞,巻き付く,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1875,動詞,干す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1876,動詞,広がる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1877,動詞,座りこむ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1878,動詞,建てる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1879,動詞,引き下がる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1880,動詞,引き戻す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1881,動詞,引き揚げる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1882,動詞,引き続く,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1883,動詞,引き返す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1884,動詞,引き連れる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1885,動詞,引ける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1886,動詞,引っ掛る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1887,動詞,引っ込める,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1888,動詞,弛む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1889,動詞,弛める,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1890,動詞,弱まる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1891,動詞,待ち伏せる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1892,動詞,心がける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1893,動詞,悩む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1894,動詞,慣らす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1895,動詞,戯れる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1896,動詞,手渡す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1897,動詞,打ち切れる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1898,動詞,打ち合う,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1899,動詞,打ち破る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1900,動詞,打てる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1901,動詞,払い除ける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1902,動詞,扱う,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1903,動詞,投じる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1904,動詞,抜き出す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1905,動詞,抜け出る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1906,動詞,押さえ付ける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1907,動詞,押しのける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1908,動詞,押し付ける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1909,動詞,押し込める,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1910,動詞,押し返す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1911,動詞,押し開く,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1912,動詞,押入る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1913,動詞,担う,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1914,動詞,拒む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1915,動詞,持ち替える,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1916,動詞,持ち運ぶ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1917,動詞,持て余す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1918,動詞,指さす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1919,動詞,指す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1920,動詞,振りかざす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1921,動詞,振りかぶる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1922,動詞,振り当てる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1923,動詞,捩れる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1924,動詞,据え付ける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1925,動詞,捻じる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1926,動詞,掘り出す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1927,動詞,掘り出せる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1928,動詞,掘る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1929,動詞,掛け合う,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1930,動詞,掠める,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1931,動詞,掲げる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1932,動詞,掴み合う,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1933,動詞,掴み掛る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1934,動詞,揺さぶる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1935,動詞,搾る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1936,動詞,摘む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1937,動詞,擦り付ける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1938,動詞,擦れる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1939,動詞,放れる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1940,動詞,散らばる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1941,動詞,整う,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1942,動詞,暖める,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1943,動詞,曇る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1944,動詞,曲がりくねる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1945,動詞,有る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1946,動詞,来たす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1947,動詞,架かる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1948,動詞,染める,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1949,動詞,楽しむ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1950,動詞,横たえる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1951,動詞,止む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1952,動詞,止る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1953,動詞,歩み寄る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1954,動詞,死ぬ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1955,動詞,殴りつける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1956,動詞,流れ出す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1957,動詞,浮かぶ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1958,動詞,消える,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1959,動詞,混ざる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1960,動詞,混じる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1961,動詞,済む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1962,動詞,減らす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1963,動詞,温まる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1964,動詞,溜まる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1965,動詞,漏れる,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
1966,動詞,潜む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1967,動詞,潰す,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1968,動詞,潰れる,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
1969,動詞,焚く,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1970,動詞,無くす,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1971,動詞,焦げる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1972,動詞,焦る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1973,動詞,煽る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1974,動詞,燃え広がる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1975,動詞,牽く,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1976,動詞,狙い打つ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1977,動詞,甘える,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1978,動詞,生える,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1979,動詞,畳む,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1980,動詞,発する,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1981,動詞,盛り上げる,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1982,動詞,目がける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1983,動詞,目掛ける,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1984,動詞,眺める,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1985,動詞,砕く,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
1986,動詞,磨る,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
